,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
10,351515.0,1,3,1,42,-2,-1,-1,0,0,0,371478.0,5010.0,73106.0,128015.0,47267.0,40045.0,84164.0,124616.0,6027.0,7402.0,2183.0,30773.0,0
11,252449.0,2,2,2,26,-1,-1,-1,-1,-1,-1,3923.0,4925.0,3394.0,2319.0,-291.0,471.0,1080.0,1461.0,983.0,515.0,2209.0,0.0,0
12,48292.0,2,2,2,24,2,2,2,2,2,2,41297.0,61502.0,44817.0,19075.0,25175.0,58234.0,1783.0,2905.0,1788.0,0.0,2026.0,2183.0,1
13,50281.0,2,1,2,24,1,-1,-1,0,0,-1,611.0,2635.0,1371.0,15159.0,3614.0,-737.0,70.0,4302.0,512.0,149.0,68.0,725.0,0
14,221470.0,2,2,1,51,-1,-1,-1,-1,-1,-1,2903.0,13658.0,6371.0,2583.0,9875.0,-1770.0,6537.0,1779.0,423.0,0.0,286.0,0.0,0
15,210401.0,2,1,1,44,-1,-1,-1,-1,0,0,2351.0,-1329.0,-793.0,5964.0,-6972.0,16553.0,0.0,1787.0,2875.0,7574.0,3755.0,1438.0,0
16,47737.0,2,2,2,29,0,0,0,0,0,0,21963.0,43555.0,15560.0,10700.0,16871.0,11629.0,4159.0,2448.0,4616.0,298.0,2101.0,11.0,0
17,49121.0,2,2,2,30,0,0,2,2,2,2,40927.0,33619.0,22752.0,27768.0,33071.0,11899.0,271.0,2283.0,623.0,126.0,0.0,0.0,0
18,349836.0,1,2,1,50,-1,-1,-2,-2,-2,-1,88007.0,83167.0,701.0,940.0,73399.0,57118.0,5291.0,1416.0,438.0,102123.0,61860.0,2643.0,0
19,338162.0,2,1,1,38,-1,0,0,0,0,0,23814.0,54525.0,38425.0,12989.0,16287.0,6030.0,8368.0,14361.0,6598.0,8266.0,10850.0,8590.0,0
20,26939.0,2,2,2,30,0,0,2,-2,-2,-2,46590.0,40002.0,322.0,249.0,9292.0,4338.0,3215.0,0.0,145.0,130.0,85.0,0.0,0
21,20631.0,2,2,2,28,-1,-1,-1,-1,-1,-2,423.0,3091.0,-330.0,1698.0,143.0,-1018.0,2472.0,257.0,316.0,176.0,0.0,285.0,0
22,59135.0,2,2,2,31,0,0,0,-1,-1,0,65440.0,24680.0,-223.0,-2591.0,9839.0,18371.0,945.0,969.0,417.0,26453.0,1875.0,218.0,0
23,222300.0,2,1,2,30,0,0,0,0,0,0,118684.0,171696.0,131536.0,243886.0,192954.0,135524.0,9454.0,7316.0,6145.0,8190.0,10158.0,6192.0,0
24,148502.0,2,2,1,31,0,0,0,0,0,0,145649.0,152654.0,123156.0,98968.0,72980.0,33433.0,11267.0,2668.0,9518.0,7446.0,140.0,174.0,0
25,24334.0,1,2,1,30,1,2,2,2,0,0,30671.0,26066.0,40388.0,21530.0,32691.0,18483.0,332.0,1915.0,749.0,529.0,0.0,101.0,1
26,55615.0,2,2,1,42,0,0,0,0,0,0,54072.0,52912.0,66249.0,45170.0,46764.0,46052.0,4559.0,2568.0,1774.0,1899.0,376.0,2584.0,0
27,27782.0,2,2,2,25,0,0,2,2,2,2,24801.0,7834.0,12857.0,7741.0,18667.0,8975.0,1064.0,1489.0,0.0,1672.0,675.0,1877.0,1
28,351572.0,1,2,1,44,0,0,0,0,0,0,79003.0,32292.0,44519.0,47846.0,15247.0,35326.0,3479.0,6273.0,2152.0,2362.0,1053.0,2029.0,0
29,13304.0,1,2,2,26,3,2,2,3,3,3,10957.0,487.0,1679.0,-498.0,1355.0,-551.0,0.0,0.0,472.0,0.0,100.0,0.0,1
30,168636.0,2,2,2,27,0,0,0,0,0,0,54197.0,155614.0,125828.0,69141.0,81160.0,86133.0,7184.0,3088.0,2535.0,1655.0,4042.0,3190.0,0
31,22554.0,2,2,1,28,1,2,2,0,0,0,11391.0,11158.0,9776.0,21105.0,16727.0,13595.0,1094.0,0.0,0.0,0.0,354.0,192.0,0
32,322617.0,2,2,1,43,0,0,0,0,0,0,20895.0,12489.0,3449.0,30787.0,19596.0,5715.0,2208.0,2352.0,3947.0,5233.0,3942.0,4499.0,0
33,328697.0,2,1,1,44,-2,-2,-2,-2,-2,-2,20389.0,25764.0,21846.0,9890.0,16903.0,16082.0,12232.0,10832.0,3907.0,10649.0,6981.0,7678.0,0
34,12409.0,2,2,2,23,0,0,2,2,2,2,17311.0,19453.0,3409.0,8600.0,6363.0,-1111.0,4602.0,723.0,0.0,446.0,121.0,250.0,0
35,403783.0,2,1,2,29,-1,-1,0,-1,-1,-2,59978.0,27814.0,96517.0,18004.0,3187.0,2176.0,13357.0,13087.0,15482.0,0.0,351.0,467.0,0
36,219499.0,2,2,1,43,0,0,0,0,0,0,59425.0,34443.0,17205.0,24795.0,25441.0,10928.0,3547.0,5161.0,2989.0,4892.0,1457.0,787.0,0
37,180759.0,1,2,1,41,0,0,0,0,0,0,80221.0,95559.0,56272.0,13018.0,1014.0,1264.0,5684.0,4903.0,2147.0,0.0,244.0,267.0,0
38,14839.0,2,2,2,25,0,0,0,0,0,0,4309.0,10567.0,11974.0,17705.0,17898.0,13614.0,5036.0,2083.0,503.0,0.0,1562.0,2873.0,0
39,48791.0,2,2,1,46,0,0,0,0,0,2,55367.0,85946.0,58253.0,45841.0,13092.0,17745.0,2009.0,1224.0,536.0,0.0,0.0,0.0,0
40,354207.0,2,2,1,36,0,0,0,0,0,0,6484.0,13439.0,30228.0,3460.0,21688.0,35617.0,7423.0,4801.0,6974.0,3896.0,6332.0,8173.0,0
41,163858.0,2,1,2,29,0,0,0,0,0,0,29988.0,27478.0,27079.0,27140.0,8649.0,14870.0,5325.0,1429.0,3758.0,3495.0,4362.0,9033.0,0
42,212032.0,2,1,2,28,1,-2,-2,-2,-2,-1,-764.0,770.0,-669.0,-2246.0,1381.0,-783.0,2084.0,0.0,154.0,0.0,0.0,0.0,0
43,450589.0,2,1,2,26,0,0,0,0,0,0,156118.0,253250.0,125665.0,231042.0,271971.0,321016.0,8102.0,9300.0,13490.0,15476.0,14063.0,10817.0,0
44,51721.0,2,2,2,22,0,0,0,0,0,0,33835.0,27804.0,13491.0,17084.0,8312.0,11006.0,2092.0,1608.0,726.0,0.0,0.0,271.0,0
45,21741.0,2,2,2,30,-1,-1,2,-2,-2,-2,14882.0,666.0,908.0,-176.0,-1847.0,-672.0,739.0,0.0,0.0,533.0,234.0,93.0,0
46,184728.0,2,1,1,35,-2,-2,-2,-2,-2,-2,3483.0,-886.0,-1388.0,-1258.0,-670.0,-62.0,0.0,137.0,1117.0,0.0,0.0,0.0,0
47,204912.0,2,2,2,29,-1,-1,-2,-2,-2,-1,-1403.0,132.0,-600.0,2271.0,1463.0,11791.0,878.0,0.0,113.0,0.0,0.0,522.0,0
48,25950.0,2,2,1,28,0,0,2,2,2,0,9384.0,4100.0,493.0,3579.0,7257.0,-2808.0,1339.0,0.0,439.0,0.0,2057.0,132.0,0
49,204112.0,2,1,2,28,-2,-1,-1,-2,-2,-2,958.0,637.0,2254.0,2064.0,-1424.0,-556.0,3679.0,1790.0,42.0,0.0,111.0,0.0,0
50,18589.0,2,2,2,23,0,0,0,0,0,0,23231.0,41735.0,9674.0,23082.0,15958.0,17333.0,1377.0,711.0,0.0,0.0,2653.0,0.0,0
51,50224.0,2,2,2,29,1,2,2,0,0,0,38033.0,21006.0,32465.0,33147.0,25435.0,44751.0,1517.0,1796.0,89.0,2410.0,1454.0,456.0,1
52,19015.0,2,2,2,29,1,2,0,0,0,0,6059.0,13494.0,19272.0,10752.0,29946.0,34354.0,198.0,771.0,2636.0,659.0,812.0,1937.0,0
53,199533.0,2,2,1,35,0,0,0,0,0,0,240110.0,197312.0,132122.0,187581.0,103707.0,132632.0,2263.0,7682.0,10263.0,5414.0,3641.0,6360.0,0
54,415559.0,2,1,2,28,0,0,0,0,0,0,19674.0,23520.0,87985.0,93106.0,94940.0,113914.0,3657.0,9860.0,6397.0,2255.0,7224.0,4477.0,0
55,25330.0,2,1,2,27,1,-1,2,0,0,0,22.0,184.0,10423.0,12247.0,14562.0,138.0,0.0,378.0,1238.0,0.0,279.0,171.0,0
56,225496.0,2,2,1,45,-1,2,-1,-1,-1,-1,5099.0,1834.0,-151.0,783.0,-1397.0,1537.0,420.0,694.0,779.0,0.0,522.0,0.0,0
57,193736.0,2,1,2,27,-2,-2,-2,-1,-1,0,1154.0,148.0,1808.0,15821.0,12898.0,9641.0,953.0,218.0,547.0,4204.0,4904.0,1606.0,0
58,423387.0,2,3,1,50,0,0,0,-1,-1,-1,40343.0,45483.0,56544.0,13885.0,13982.0,12166.0,5557.0,8892.0,7991.0,2971.0,81017.0,15829.0,0
59,242826.0,2,2,1,36,0,0,0,0,0,0,22560.0,11514.0,7930.0,33546.0,12161.0,32695.0,4744.0,3376.0,4948.0,2332.0,1459.0,676.0,0
60,379974.0,2,2,1,44,-1,-1,-1,-1,-1,-1,17075.0,-2202.0,460.0,-2271.0,13353.0,11430.0,549.0,1417.0,469.0,30569.0,68127.0,3486.0,0
61,451971.0,2,1,2,30,0,0,0,-1,0,0,52204.0,32764.0,18809.0,509783.0,173525.0,159670.0,14492.0,19401.0,12247.0,18684.0,7378.0,12295.0,0
62,157860.0,2,2,2,33,2,0,0,0,0,0,107972.0,86779.0,80514.0,148279.0,74405.0,80015.0,787.0,2533.0,3442.0,3160.0,6558.0,6404.0,0
63,10413.0,2,1,2,25,0,-1,2,0,0,-1,12291.0,16164.0,-7536.0,13621.0,12367.0,18547.0,6558.0,4159.0,548.0,61.0,319.0,395.0,0
64,57766.0,2,2,1,26,0,0,0,0,0,0,28815.0,30302.0,16885.0,35240.0,29110.0,14233.0,1290.0,2405.0,2776.0,1363.0,1709.0,1126.0,0
65,184936.0,2,2,1,29,0,0,0,0,0,0,20429.0,11521.0,28306.0,11269.0,9428.0,5552.0,3985.0,2501.0,1143.0,0.0,0.0,332.0,0
66,216609.0,2,2,2,28,-2,-2,-2,-2,-2,-2,675.0,614.0,-304.0,1431.0,-1024.0,-1363.0,0.0,11.0,245.0,665.0,208.0,0.0,0
67,49481.0,2,2,2,24,0,0,0,0,0,0,31176.0,46737.0,33434.0,29705.0,31736.0,37087.0,3617.0,2520.0,2876.0,1584.0,1918.0,3054.0,0
68,214749.0,2,1,1,39,-1,-1,-1,-1,-1,-1,-1078.0,931.0,1293.0,-281.0,2311.0,268.0,714.0,148.0,435.0,344.0,121.0,336.0,0
69,23998.0,2,2,2,24,0,0,2,2,2,2,44936.0,19798.0,36412.0,35389.0,31067.0,19678.0,2188.0,874.0,328.0,1435.0,162.0,1291.0,0
70,232785.0,2,2,1,32,0,0,0,0,0,-1,59849.0,93223.0,39155.0,30444.0,15192.0,13655.0,2641.0,6132.0,5155.0,6995.0,28522.0,11629.0,0
71,195994.0,2,2,1,38,1,-1,-1,-1,-1,-1,889.0,2536.0,235.0,-1943.0,-581.0,153.0,356.0,792.0,0.0,248.0,124.0,393.0,0
72,232272.0,2,3,1,44,0,0,0,0,0,0,185185.0,119205.0,137460.0,144830.0,123098.0,86310.0,8141.0,4989.0,2026.0,4836.0,1844.0,7135.0,0
73,213104.0,2,2,1,37,-1,-1,-1,-1,-1,-1,6227.0,-316.0,552.0,1173.0,6916.0,981.0,122.0,1394.0,347.0,419.0,936.0,2581.0,0
74,58628.0,2,2,1,29,2,2,2,2,2,2,35402.0,16590.0,32759.0,29814.0,9610.0,48639.0,4135.0,149.0,466.0,484.0,103.0,131.0,0
75,14869.0,2,2,2,25,1,2,2,2,2,2,12842.0,4653.0,21185.0,27362.0,26413.0,27033.0,1149.0,561.0,2659.0,2513.0,628.0,1374.0,1
76,43092.0,2,2,1,29,1,-1,-2,-2,-2,-2,14373.0,-3892.0,276.0,107.0,167.0,47.0,1387.0,0.0,0.0,0.0,116.0,33.0,0
77,73845.0,2,2,1,28,0,0,0,0,0,0,60952.0,94924.0,70446.0,88648.0,48955.0,65076.0,2539.0,2382.0,3080.0,1843.0,1626.0,930.0,0
78,343594.0,2,1,2,30,-1,-1,-1,-1,-1,-1,23452.0,6737.0,15043.0,8281.0,23823.0,26644.0,10460.0,8806.0,12343.0,104671.0,11124.0,11337.0,0
79,54197.0,2,2,2,29,0,0,0,0,0,0,47496.0,1559.0,32038.0,28738.0,17975.0,17262.0,0.0,1580.0,2541.0,577.0,932.0,1969.0,0
80,60741.0,2,2,2,27,0,0,0,0,0,0,54066.0,48555.0,49536.0,39883.0,53479.0,46876.0,2383.0,179.0,2220.0,1554.0,3049.0,337.0,0
81,220808.0,2,2,1,50,1,2,2,2,-1,-1,15176.0,1075.0,2091.0,34.0,5257.0,7862.0,0.0,0.0,140.0,340.0,0.0,0.0,0
82,177144.0,2,1,2,34,-2,-2,-2,-2,-2,-2,2963.0,490.0,7187.0,984.0,1296.0,245.0,3808.0,4343.0,1266.0,0.0,0.0,12.0,0
83,45228.0,2,2,2,27,0,0,0,0,0,0,28399.0,23293.0,42936.0,30609.0,20659.0,14411.0,2036.0,2530.0,3786.0,1317.0,1364.0,0.0,0
84,57976.0,2,1,2,23,0,0,0,0,0,0,37265.0,62996.0,44684.0,24487.0,18335.0,18044.0,4753.0,2141.0,463.0,1892.0,1708.0,1267.0,0
85,376761.0,2,1,1,37,-1,-1,-1,-1,-1,-1,53275.0,39022.0,37677.0,11426.0,13255.0,12950.0,65868.0,11691.0,579.0,16038.0,16242.0,44873.0,0
86,51669.0,2,2,2,27,0,-1,-1,-1,-1,-1,276.0,10670.0,-1477.0,2268.0,4697.0,11554.0,1744.0,858.0,1361.0,6011.0,1681.0,1072.0,0
87,179466.0,2,1,2,27,-1,-1,-1,-1,-1,-1,-4870.0,-105.0,1485.0,-391.0,-290.0,876.0,438.0,244.0,186.0,0.0,815.0,261.0,0
88,48597.0,2,2,1,50,1,2,2,-1,-1,-1,47978.0,20280.0,537.0,-204.0,4791.0,28091.0,1620.0,220.0,4.0,725.0,42.0,136.0,0
89,48221.0,2,2,2,25,0,0,0,0,0,0,45107.0,51854.0,59873.0,19215.0,28424.0,9511.0,4134.0,1904.0,243.0,1921.0,2655.0,0.0,0
90,24943.0,2,1,2,24,-1,-1,-1,-1,-1,-1,2171.0,9117.0,-2300.0,1348.0,1999.0,927.0,1225.0,0.0,0.0,455.0,0.0,543.0,0
91,226841.0,2,1,1,32,-2,-1,-1,-1,-2,-2,1985.0,12868.0,37.0,84.0,1079.0,334.0,7073.0,10842.0,2664.0,285.0,421.0,331.0,0
92,52093.0,1,2,1,43,1,2,2,2,2,2,29944.0,34982.0,37315.0,26662.0,25373.0,21358.0,1623.0,1394.0,920.0,27.0,0.0,0.0,1
93,189286.0,2,1,2,27,0,0,0,0,0,0,23520.0,12341.0,13184.0,25625.0,23532.0,45095.0,2010.0,4561.0,0.0,1744.0,0.0,1920.0,0
94,13351.0,1,2,1,30,0,0,0,2,2,2,9274.0,16638.0,21544.0,12495.0,-1678.0,13118.0,2704.0,1118.0,580.0,168.0,242.0,0.0,1
95,38744.0,2,2,2,32,0,0,0,0,0,0,7388.0,12261.0,11877.0,22680.0,26634.0,8684.0,2290.0,983.0,2134.0,936.0,998.0,330.0,0
96,210601.0,2,2,2,30,0,0,0,0,0,0,144717.0,116669.0,124977.0,126888.0,91908.0,131360.0,4209.0,2980.0,2755.0,5700.0,4993.0,4045.0,0
97,20621.0,2,2,2,29,1,2,2,2,2,2,28705.0,36574.0,39930.0,22881.0,29447.0,23027.0,573.0,539.0,65.0,394.0,0.0,315.0,0
98,233432.0,2,1,2,28,0,0,0,0,0,0,8425.0,14170.0,85532.0,113873.0,90266.0,91611.0,409.0,4863.0,1812.0,4239.0,6704.0,5727.0,0
99,24440.0,1,2,1,48,1,2,2,2,2,2,4026.0,45322.0,24915.0,12040.0,8519.0,475.0,447.0,113.0,0.0,16.0,0.0,0.0,1
100,34821.0,2,2,2,28,2,2,2,2,2,2,11327.0,8936.0,14658.0,18762.0,17469.0,38266.0,3587.0,1981.0,282.0,155.0,273.0,0.0,1
101,55338.0,2,2,2,25,0,0,0,0,0,0,39741.0,31762.0,41417.0,38884.0,47083.0,49068.0,2301.0,1850.0,2159.0,2806.0,1790.0,2270.0,0
102,454024.0,2,2,1,48,-2,-2,-2,-2,-2,-2,-1991.0,2618.0,140.0,739.0,7891.0,7031.0,0.0,0.0,0.0,0.0,463.0,229.0,0
103,521317.0,1,1,1,36,0,0,0,-2,0,0,485764.0,328909.0,224597.0,373147.0,269334.0,132356.0,8935.0,10715.0,16150.0,14943.0,31230.0,16050.0,0
104,212426.0,2,1,1,40,-1,-1,-1,-1,-1,-1,31.0,4543.0,1450.0,262.0,701.0,10336.0,2322.0,4858.0,1343.0,2474.0,3239.0,8481.0,0
105,234813.0,2,1,2,28,-1,-1,-1,-1,-1,-1,12988.0,-259.0,19402.0,134.0,1767.0,451.0,1530.0,2097.0,2321.0,0.0,103.0,637.0,0
106,77071.0,2,2,2,22,0,0,0,-1,0,0,73920.0,19919.0,51209.0,50242.0,57537.0,84149.0,0.0,776.0,271.0,68460.0,3317.0,250.0,0
107,203206.0,2,2,1,44,-1,-1,-1,0,0,0,1674.0,2801.0,3939.0,5980.0,11125.0,5673.0,1472.0,4803.0,6889.0,0.0,4364.0,1701.0,0
108,349456.0,2,2,1,36,0,0,0,0,-1,-1,8464.0,32995.0,264.0,11312.0,-2280.0,9239.0,5804.0,4219.0,4242.0,5289.0,12500.0,345.0,0
109,242817.0,2,1,1,42,-2,-2,-2,-2,-2,-2,-1439.0,-2285.0,-1001.0,1132.0,-423.0,-915.0,407.0,383.0,580.0,501.0,301.0,287.0,0
110,270974.0,2,1,2,31,-2,-2,-2,-2,-2,-2,2581.0,-1215.0,-1493.0,295.0,1442.0,5722.0,0.0,212.0,387.0,0.0,0.0,52.0,0
111,230089.0,2,2,2,29,-1,-1,-1,-1,-1,-1,576.0,-1005.0,1484.0,214.0,-671.0,14567.0,1172.0,76.0,18.0,2407.0,2118.0,326.0,0
112,45572.0,2,2,2,26,1,2,2,2,2,2,47082.0,59720.0,42068.0,28134.0,21621.0,51017.0,1947.0,3598.0,1849.0,1581.0,1394.0,2561.0,1
113,210905.0,2,2,1,38,-1,-1,-1,-1,0,-1,1458.0,-2181.0,-314.0,-572.0,1133.0,-755.0,613.0,447.0,0.0,357.0,0.0,0.0,0
114,196760.0,2,2,1,49,1,-2,-2,-2,-2,-2,1006.0,1207.0,1126.0,-520.0,784.0,-356.0,0.0,0.0,0.0,0.0,0.0,424.0,0
115,394241.0,2,1,2,33,-2,-2,-2,-2,-2,-2,315.0,12052.0,4693.0,9961.0,4912.0,5584.0,4679.0,18058.0,5496.0,14568.0,11635.0,9057.0,0
116,223394.0,2,2,1,38,0,0,0,0,0,0,106665.0,238805.0,114208.0,111601.0,73993.0,112347.0,4437.0,9890.0,8715.0,5195.0,5025.0,5883.0,0
117,249071.0,2,1,2,28,-1,-1,-1,-1,-1,-1,11174.0,3558.0,15555.0,14162.0,9246.0,2027.0,9092.0,1935.0,1028.0,5162.0,1541.0,697.0,0
118,58930.0,2,2,1,31,0,0,0,0,0,0,47222.0,40001.0,27905.0,29541.0,20046.0,13333.0,3449.0,1580.0,2765.0,1718.0,2422.0,2680.0,0
119,172345.0,2,1,2,26,1,-2,-2,-2,-2,-2,-526.0,618.0,88.0,2287.0,-2614.0,887.0,0.0,895.0,0.0,0.0,0.0,0.0,0
120,48501.0,2,2,2,32,0,0,0,-1,-1,-1,16526.0,21994.0,21263.0,2523.0,57.0,-307.0,492.0,1021.0,0.0,739.0,1.0,460.0,0
121,14352.0,1,2,1,30,1,2,2,2,2,2,21451.0,15252.0,15122.0,25190.0,31226.0,12245.0,0.0,1522.0,0.0,0.0,259.0,741.0,1
122,211242.0,2,1,2,31,-1,-1,-1,-1,-1,-1,4155.0,-118.0,22614.0,6676.0,-177.0,23360.0,2442.0,5795.0,4172.0,3233.0,5521.0,5527.0,0
123,93594.0,2,2,2,29,0,0,0,0,0,0,38049.0,57646.0,27500.0,40612.0,50833.0,53348.0,1953.0,3411.0,2289.0,0.0,3094.0,1687.0,0
124,421286.0,2,2,1,36,0,0,0,0,0,0,43255.0,57208.0,27520.0,45110.0,43024.0,44957.0,1164.0,3423.0,2245.0,2497.0,1298.0,2467.0,0
125,183092.0,2,2,2,26,0,0,0,0,0,0,82681.0,93978.0,63539.0,33990.0,89637.0,37973.0,1687.0,4865.0,2633.0,2210.0,2256.0,1788.0,0
126,191954.0,1,2,1,44,0,0,-1,-1,-1,-1,1872.0,1346.0,-285.0,452.0,1345.0,-1802.0,0.0,402.0,0.0,0.0,270.0,0.0,0
127,180467.0,2,2,1,45,0,0,2,2,2,2,153810.0,135312.0,99631.0,134749.0,196094.0,136495.0,6012.0,9243.0,8226.0,8166.0,3287.0,2413.0,1
128,19964.0,2,2,2,26,0,0,0,0,0,0,26185.0,18219.0,11113.0,34543.0,37094.0,14117.0,2724.0,2181.0,3125.0,2979.0,2145.0,881.0,0
129,115788.0,2,2,2,27,0,0,0,0,0,0,95258.0,50620.0,57836.0,66072.0,72497.0,85946.0,6211.0,1321.0,1822.0,5641.0,4593.0,4939.0,0
130,173059.0,2,1,2,30,-1,-1,-1,-1,-1,-1,561.0,331.0,-328.0,1734.0,2428.0,1305.0,1519.0,704.0,0.0,247.0,625.0,225.0,0
131,22159.0,2,2,1,37,-1,-1,-1,0,-1,-1,7784.0,11915.0,17179.0,-136.0,572.0,1590.0,5151.0,343.0,30.0,149.0,285.0,0.0,0
132,239435.0,2,2,1,33,0,0,0,-1,-1,-1,29261.0,52830.0,4364.0,11794.0,9050.0,429.0,4383.0,1939.0,0.0,10933.0,7032.0,217.0,0
133,29310.0,2,2,1,29,2,2,2,2,2,2,5962.0,58094.0,13859.0,22173.0,27125.0,49085.0,1018.0,1001.0,324.0,75.0,311.0,103.0,1
134,53626.0,2,2,2,25,0,0,0,0,0,2,35848.0,39656.0,28000.0,30504.0,8625.0,29720.0,1612.0,1584.0,794.0,0.0,0.0,0.0,0
135,57347.0,2,2,2,29,0,0,0,0,0,0,64865.0,37119.0,49744.0,27240.0,21424.0,25776.0,898.0,3339.0,1049.0,1627.0,1468.0,593.0,0
136,398705.0,2,1,2,28,-1,-1,-1,-1,-1,-1,33951.0,41701.0,483.0,32732.0,5717.0,13492.0,18107.0,16918.0,49656.0,9016.0,22409.0,7939.0,0
137,29177.0,1,2,2,30,2,2,2,2,2,2,16958.0,19655.0,15945.0,25358.0,25325.0,30852.0,0.0,247.0,250.0,464.0,135.0,0.0,1
138,185558.0,2,1,1,39,-1,-1,-1,-1,-1,-1,405.0,1061.0,-813.0,1121.0,1519.0,7232.0,84.0,4016.0,3089.0,1884.0,3506.0,9759.0,0
139,84288.0,2,2,2,27,2,2,0,0,0,0,56998.0,57060.0,57267.0,50809.0,64118.0,44393.0,1897.0,1519.0,790.0,1263.0,1757.0,2800.0,0
140,46142.0,2,2,1,50,0,0,0,0,0,0,-4056.0,5690.0,27224.0,13567.0,36530.0,21053.0,315.0,1460.0,2615.0,1911.0,641.0,2692.0,0
141,161390.0,2,1,1,37,-1,-1,-1,-1,-1,-1,2108.0,1150.0,481.0,2178.0,-1738.0,1092.0,334.0,2241.0,1506.0,0.0,1260.0,1285.0,0
142,50289.0,2,2,1,52,0,0,0,2,2,2,23941.0,43651.0,33286.0,47260.0,17586.0,9870.0,983.0,1539.0,681.0,266.0,281.0,2236.0,0
143,46887.0,2,2,1,44,0,0,2,2,2,2,55776.0,14827.0,21220.0,51930.0,12840.0,21816.0,3212.0,3905.0,825.0,0.0,0.0,143.0,1
144,201866.0,2,1,2,28,1,-2,-2,-2,-2,-2,35.0,-604.0,-515.0,-201.0,184.0,-1265.0,4.0,0.0,445.0,154.0,0.0,0.0,0
145,114694.0,2,1,2,32,2,2,2,2,2,2,86317.0,80640.0,65905.0,88735.0,47346.0,66350.0,4595.0,4279.0,2313.0,8137.0,3014.0,7620.0,1
146,10000.0,2,2,1,30,0,0,2,2,2,2,17247.0,22217.0,10430.0,20868.0,26150.0,37041.0,1922.0,2262.0,1020.0,2397.0,1513.0,175.0,0
147,230428.0,2,1,1,37,-1,-1,-1,-1,-1,-1,13868.0,1946.0,17539.0,6381.0,83.0,4497.0,6181.0,8088.0,31390.0,20483.0,8574.0,4881.0,0
148,21873.0,2,2,1,37,1,2,2,2,2,2,487.0,1760.0,-300.0,2090.0,723.0,160.0,0.0,605.0,0.0,92.0,0.0,0.0,1
149,74178.0,2,2,1,41,0,0,0,0,0,0,43807.0,51982.0,54468.0,41763.0,35234.0,39134.0,1342.0,1242.0,1353.0,2369.0,1884.0,617.0,0
150,182705.0,2,2,1,40,-1,-1,-1,-1,-1,-1,16591.0,15529.0,-2327.0,14932.0,1326.0,6703.0,8331.0,4570.0,427.0,5856.0,200.0,467.0,0
151,49111.0,2,1,2,22,0,0,-1,-1,-1,-1,20525.0,11023.0,1987.0,-690.0,1548.0,2344.0,1384.0,2414.0,305.0,0.0,1119.0,392.0,0
152,177158.0,2,1,1,44,-2,-2,-2,-2,-2,-2,-2168.0,-1524.0,182.0,-299.0,1881.0,-1149.0,0.0,68.0,215.0,131.0,0.0,295.0,0
153,241526.0,2,1,2,30,-1,-1,-1,-2,-2,-2,1282.0,766.0,947.0,640.0,1826.0,199.0,1337.0,2995.0,129.0,186.0,0.0,0.0,0
